name,avatar_url,profile_url,repos_url,public_repos_count,private_repos_count,total_repos,followers_count,following_count
FarisMuhovic,https://avatars.githubusercontent.com/u/110911021?v=4,https://github.com/FarisMuhovic,https://api.github.com/users/FarisMuhovic/repos,5,0,5,4,4
