repo_name,languages,word_count,sentence_count,sentiment,topics,keywords
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",363,56,0.21983471074380165,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",111,1,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']","{'C++': ['public', 'private']}"
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",422,53,-0.0396853146853147,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",46,0,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",34,6,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",1033,96,0.03640580610795453,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': ['new']}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",95,2,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': ['private']}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",95,14,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
kadaif,"{'C++': 52463, 'C': 1916, 'CMake': 1365}",19,0,0.0,"['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['br', 'kadaif', 'qt', 'https', 'code', 'install', 'want', 'use', 'qt6', 'em'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words'], ['youre', 'www', 'written', 'writing', 'wotd', 'write', 'worth', 'work', 'wave', 'words']",{'C++': []}
optimetable,{'Rust': 5277},137,17,-0.3472222222222222,"['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['possible', 'time', 'program', 'little', 'timetable', 'using', 'thing', 'valid', 'university', 'times'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single']",{}
optimetable,{'Rust': 5277},482,54,0.19856770833333331,"['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['possible', 'time', 'program', 'little', 'timetable', 'using', 'thing', 'valid', 'university', 'times'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single'], ['valid', 'using', 'university', 'times', 'subject', 'thing', 'spend', 'solution', 'seperate', 'single']",{}
